,paragraph,split_paragraph
68,"In object-oriented programming theory, abstraction involves the facility to define objects that represent abstract ""actors"" that can perform work, report on and change their state, and ""communicate"" with other objects in the system. The term encapsulation refers to the hiding of state details, but extending the concept of data type from earlier programming languages to associate behavior most strongly with the data, and standardizing the way that different data types interact, is the beginning of abstraction. When abstraction proceeds into the operations defined, enabling objects of different types to be substituted, it is called polymorphism. When it proceeds in the opposite direction, inside the types or classes, structuring them to simplify a complex set of relationships, it is called delegation or inheritance.","['object', 'orient', 'programming', 'theory', 'abstraction', 'involve', 'facility', 'define', 'object', 'represent', 'abstract', 'actor', 'perform', 'work', 'report', 'change', 'state', 'communicate', 'object', 'system', 'term', 'encapsulation', 'refer', 'hiding', 'state', 'detail', 'extend', 'concept', 'datum', 'type', 'early', 'programming', 'language', 'associate', 'behavior', 'strongly', 'datum', 'standardize', 'way', 'different', 'datum', 'type', 'interact', 'beginning', 'abstraction', 'abstraction', 'proceed', 'operation', 'define', 'enable', 'object', 'different', 'type', 'substitute', 'call', 'polymorphism', 'proceed', 'opposite', 'direction', 'inside', 'type', 'class', 'structure', 'simplify', 'complex', 'set', 'relationship', 'call', 'delegation', 'inheritance']"
69,"Various object-oriented programming languages offer similar facilities for abstraction, all to support a general strategy of polymorphism in object-oriented programming, which includes the substitution of one type for another in the same or similar role. Although not as generally supported, a configuration or image or package may predetermine a great many of these bindings at compile-time, link-time, or loadtime. This would leave only a minimum of such bindings to change at run-time.","['object', 'orient', 'programming', 'language', 'offer', 'similar', 'facility', 'abstraction', 'support', 'general', 'strategy', 'polymorphism', 'object', 'orient', 'programming', 'include', 'substitution', 'type', 'similar', 'role', 'generally', 'support', 'configuration', 'image', 'package', 'predetermine', 'great', 'binding', 'compile', 'time', 'link', 'time', 'loadtime', 'leave', 'minimum', 'binding', 'change', 'run', 'time']"
70,"Common Lisp Object System or Self, for example, feature less of a class-instance distinction and more use of delegation for polymorphism. Individual objects and functions are abstracted more flexibly to better fit with a shared functional heritage from Lisp.","['common', 'lisp', 'object', 'system', 'self', 'example', 'feature', 'class', 'instance', 'distinction', 'use', 'delegation', 'polymorphism', 'individual', 'object', 'function', 'abstract', 'flexibly', 'well', 'fit', 'share', 'functional', 'heritage', 'lisp']"
71,"C++ exemplifies another extreme: it relies heavily on templates and overloading and other static bindings at compile-time, which in turn has certain flexibility problems.","['c++', 'exemplify', 'extreme', 'rely', 'heavily', 'template', 'overloading', 'static', 'binding', 'compile', 'time', 'turn', 'certain', 'flexibility', 'problem']"
72,"Although these examples offer alternate strategies for achieving the same abstraction, they do not fundamentally alter the need to support abstract nouns in code – all programming relies on an ability to abstract verbs as functions, nouns as data structures, and either as processes.","['example', 'offer', 'alternate', 'strategy', 'achieve', 'abstraction', 'fundamentally', 'alter', 'need', 'support', 'abstract', 'noun', 'code', 'programming', 'rely', 'ability', 'abstract', 'verb', 'function', 'noun', 'data', 'structure', 'process']"
73,"Consider for example a sample Java fragment to represent some common farm ""animals"" to a level of abstraction suitable to model simple aspects of their hunger and feeding. It defines an Animal class to represent both the state of the animal and its functions:","['consider', 'example', 'sample', 'java', 'fragment', 'represent', 'common', 'farm', 'animal', 'level', 'abstraction', 'suitable', 'model', 'simple', 'aspect', 'hunger', 'feeding', 'define', 'animal', 'class', 'represent', 'state', 'animal', 'function']"
74,"With the above definition, one could create objects of type Animal and call their methods like this:","['definition', 'create', 'object', 'type', 'animal', 'method', 'like']"
75,"In the above example, the class Animal is an abstraction used in place of an actual animal, LivingThing is a further abstraction in this case a generalisation of Animal.","['example', 'class', 'animal', 'abstraction', 'place', 'actual', 'animal', 'livingthing', 'abstraction', 'case', 'generalisation', 'animal']"
76,"If one requires a more differentiated hierarchy of animals – to differentiate, say, those who provide milk from those who provide nothing except meat at the end of their lives – that is an intermediary level of abstraction, probably DairyAnimal cows, goats who would eat foods suitable to giving good milk, and MeatAnimal pigs, steers who would eat foods to give the best meat-quality.","['require', 'differentiated', 'hierarchy', 'animal', 'differentiate', 'provide', 'milk', 'provide', 'meat', 'end', 'life', 'intermediary', 'level', 'abstraction', 'probably', 'dairyanimal', 'cow', 'goat', 'eat', 'food', 'suitable', 'give', 'good', 'milk', 'meatanimal', 'pig', 'steer', 'eat', 'food', 'good', 'meat', 'quality']"
77,"Such an abstraction could remove the need for the application coder to specify the type of food, so they could concentrate instead on the feeding schedule. The two classes could be related using inheritance or stand alone, and the programmer could define varying degrees of polymorphism between the two types. These facilities tend to vary drastically between languages, but in general each can achieve anything that is possible with any of the others. A great many operation overloads, data type by data type, can have the same effect at compile-time as any degree of inheritance or other means to achieve polymorphism. The class notation is simply a coder's convenience.","['abstraction', 'remove', 'need', 'application', 'coder', 'specify', 'type', 'food', 'concentrate', 'instead', 'feeding', 'schedule', 'class', 'relate', 'inheritance', 'stand', 'programmer', 'define', 'vary', 'degree', 'polymorphism', 'type', 'facility', 'tend', 'vary', 'drastically', 'language', 'general', 'achieve', 'possible', 'great', 'operation', 'overload', 'datum', 'type', 'datum', 'type', 'effect', 'compile', 'time', 'degree', 'inheritance', 'mean', 'achieve', 'polymorphism', 'class', 'notation', 'simply', 'coder', 'convenience']"
